Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source 
AtoZDatabases,2/20/2020,8/20/2020,Lord's Pantry Leona,,121 S Leona St,121,S,Leona,St,,San Antonio,TX,78207,,Frances Thompson,Frances,,Thompson,President,Unknown,22,,"$1,462,001 ",,,,,,,,,,,(903) 344-3028,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.42582036,-98.50276204,,Social Services & Welfare Organizations,,,No,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,,,,,0,1462001,1129728,1262637,29.41,-10.53,22,17,19,29.41,-10.53,Frances,Thompson,President,Unknown,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$20,000 to $49,999",,"$10,000 to $24,999","$25,000 to $99,999","$10,000 to $24,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Avance Early Head Start Center,,1226 Nw 18th St,1226,NW,18th,St,,San Antonio,TX,78207,1300,Lili Rodriguez,Lili,,Rodriguez,Executive Officer,Female,13,,"$387,480 ",1226 NW 18th St,1226,NW,18th,St,,San Antonio,TX,78207,1300,(210) 734-7924,(210) 734-0037,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4420946,-98.5310441,,Child Day Care Services,,,No,8351001,Child Day Care Services,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,624410,Child Day Care Services,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",www.avancesa.org,No,2007,,,,0,387480,298061,268255,30,11.11,13,10,9,30,11.11,Lili,Rodriguez,Executive Officer,Female,Administration,Eva,Wedholm,Executive Officer,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Inner City Development,,1300 Chihuahua St,1300,,Chihuahua,St,,San Antonio,TX,78207,6001,Patti Radle,Patti,,Radle,Executive Officer,Female,6,,N/A,1300 Chihuahua St,1300,,Chihuahua,St,,San Antonio,TX,78207,6001,(210) 224-7239,(210) 224-2199,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4155118,-98.5196707,,Social Services,,,No,8399001,Social Services,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,10 to 24,Private,No,"1,000 to 4,999",,No,1968,,,,0,1003286,1170500,1170500,-14.29,0,6,7,7,-14.29,0,Patti,Radle,Executive Officer,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$2,500 to $7,499",,"$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Salvation Army Family Store,Salvation Army Thrift Store,1324 S Flores St,1324,S,Flores,St,,San Antonio,TX,78204,1661,Steve Justice,Steve,,Justice,Executive Officer,Male,74,"69,544",N/A,1324 S Flores St,1324,S,Flores,St,,San Antonio,TX,78204,1661,(210) 223-6877,(210) 223-4448,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4107851,-98.5003015,,Thrift Shops,Branch,,No,5932036,Thrift Shops,5932001,Used Merchandise Stores,8661001,Religious Organizations & Institutions,8322001,Individual & Family Social Services,,,,,,,,,,,,,453310,Used Merchandise Stores,813110,Religious Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,25 to 99,Private,No,"10,000 to 49,999",www.salvationarmyusa.org,No,,,,,0,4917638,5515729,5249911,-10.84,5.06,74,83,79,-10.84,5.06,Steve,Justice,Executive Officer,Male,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$25,000 to $99,999",,"$50,000 to $99,999",,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$10,000 to $24,999","$100,000 or more",1.11326E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Community First Health Plans,,1410 Guadalupe St Ste 222,1410,,Guadalupe,St,,San Antonio,TX,78207,5526,Stephen Bishop,Stephen,,Bishop,Manager,Male,167,,"$23,557,630 ",1410 Guadalupe St Ste 222,1410,,Guadalupe,St,,San Antonio,TX,78207,5526,(210) 227-2347,(210) 358-6170,(800) 434-2347,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.418289,-98.516013,,Health Maintenance Organizations,,,No,8099023,Health Maintenance Organizations,6324001,Hospital & Medical Insurance Plan Carriers,8322090,Health Programs Information & Referral Services,6324006,Health Insurance Plan Carriers,,,,,,,,,,,,,621491,HMO Medical Centers,524114,Direct Health and Medical Insurance Carriers,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,100 to 499,Private,Yes,"10,000 to 49,999",www.cfhp.com,No,1994,,,,0,23557630,24827202,24686139,-5.11,0.57,167,176,175,-5.11,0.57,Stephen,Bishop,Manager,Male,Information Technology,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Susan G Komen Breast Cancer Foundation,,1415 Babcock Rd Apt 405,1415,,Babcock,Rd,,San Antonio,TX,78201,6652, ,,,,,,13,,"$863,909 ",1415 Babcock Rd Apt 405,1415,,Babcock,Rd,,San Antonio,TX,78201,6652,(210) 524-9307,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.488443,-98.56437,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2019,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Adoption Angels,,1511 Fredericksburg Rd,1511,,Fredericks,Rd,,San Antonio,TX,78201,5030, ,,,,,,19,,"$1,262,637 ",1511 Fredericksburg Rd,1511,,Fredericks,Rd,,San Antonio,TX,78201,5030,(210) 227-2229,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.458738,-98.520599,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,8322016,Adoption Services,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,624110,Child and Youth Services,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",www.adoptionangels.com,No,,,,,0,1262637,1329091,1262637,-5,5.26,19,20,19,-5,5.26,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,San Jacinto Senior Housing Development,San Jacinto Senior Housing Dev,1512 El Paso St,1512,,El Paso,St,,San Antonio,TX,78207,5428,Biby Barrientos,Biby,,Barrientos,Manager,Unknown,20,,"$1,329,091 ",1512 El Paso St,1512,,El Paso,St,,San Antonio,TX,78207,5428,(210) 226-8337,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.419188,-98.517172,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,8059009,Retirement Communities & Homes,6513002,Retirement Apartments & Hotels,,,,,,,,,,,,,,,624190,Other Individual and Family Services,623311,Continuing Care Retirement Communities,531110,Lessors of Residential Buildings and Dwellings,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2000,,,,0,1329091,1661364,1528455,-20,8.7,20,25,23,-20,8.7,Biby,Barrientos,Manager,Unknown,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,St Timothy Senior Citizen Prog,,1515 Saltillo St,1515,,Saltillo,St,,San Antonio,TX,78207,6898,Nelda Rodriguez,Nelda,,Rodriguez,Manager,Female,18,,"$1,196,182 ",1515 Saltillo St,1515,,Saltillo,St,,San Antonio,TX,78207,6898,(210) 432-4477,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.412444,-98.536937,,Social Services & Welfare Organizations,,,No,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,1994,,,,0,1196182,1395546,1063273,-14.29,31.25,18,21,16,-14.29,31.25,Nelda,Rodriguez,Manager,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Good Samaritan Center,Good Samaritan Center of San Antonio,1600 Saltillo St,1600,,Saltillo,St,,San Antonio,TX,78207,6897,Jill Oettinger,Jill,,Oettinger,Executive Officer,Female,15,,N/A,1600 Saltillo St,1600,,Saltillo,St,,San Antonio,TX,78207,6897,(210) 434-5531,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.411495,-98.539216,,Child Day Care Services,,,No,8351001,Child Day Care Services,8322056,Senior Citizens Services,8399039,Non-Profit Organizations,,,,,,,,,,,,,,,624410,Child Day Care Services,624190,Other Individual and Family Services,813319,Other Social Advocacy Organizations,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"1,000 to 4,999",www.goodsamaritancommunityservices.org,No,,,,,0,0,0,0,0,0,,,,0,0,Jill,Oettinger,Executive Officer,Female,Administration,Bette,Boyd,Executive Officer,Female,Administration,Simon,Salas,Manager,Male,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Advocates Social Services,Advocates Of San Antonio,1610 Buena Vista St,1610,,Buena Vist,St,,San Antonio,TX,78207,3801, ,,,,,,16,,N/A,1610 Buena Vista St,1610,,Buena Vist,St,,San Antonio,TX,78207,3801,(210) 212-7700,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.42579,-98.516232,,Social Services,,,No,8399001,Social Services,8322064,Social Services & Welfare Organizations,8743005,Lobbyists,,,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,541820,Public Relations Agencies,,,,,,,,,,,,,,,No,25 to 99,Private,No,"1,000 to 4,999",,No,1978,,,,0,2675429,3009858,2675429,-11.11,12.5,16,18,16,-11.11,12.5,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,St Vincent De Paul Society,,1619 S Flores St,1619,S,Flores,St,,San Antonio,TX,78204,1622, ,,,,,,24,"13,789",N/A,1619 S Flores St,1619,S,Flores,St,,San Antonio,TX,78204,1622,(210) 212-5530,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.407502,-98.502537,,Social Services & Welfare Organizations,Branch,,No,8322064,Social Services & Welfare Organizations,8399039,Non-Profit Organizations,8399001,Social Services,,,,,,,,,,,,,,,624190,Other Individual and Family Services,813319,Other Social Advocacy Organizations,,,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"5,000 to 9,999",,No,2007,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$20,000 to $49,999",,"$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Laura Avina LCSW,,1701 W Woodlawn Ave,1701,W,Woodlawn,Ave,,San Antonio,TX,78201,5406,Laura Avina,Laura,,Avina,Educator,Female,1,,"$66,455 ",1701 W Woodlawn Ave,1701,W,Woodlawn,Ave,,San Antonio,TX,78201,5406,(210) 803-9827,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.454147,-98.524159,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Laura,Avina,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Teamability Inc,Team Ability Inc,1711 N Trinity St,1711,N,Trinity,St,,San Antonio,TX,78201,6234,Barbara Goldman,Barbara,,Goldman,Executive Officer,Female,22,,N/A,PO Box 5302,5302,,PO Box,,,San Antonio,TX,78201,302,(210) 733-9050,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.444709,-98.515587,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,8049004,Physical Therapists,8322064,Social Services & Welfare Organizations,8049008,Occupational Therapists,8399039,Non-Profit Organizations,8011219,Pediatrics,,,,,,,,,624190,Other Individual and Family Services,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",813319,Other Social Advocacy Organizations,621111,Offices of Physicians (except Mental Health Specialists),,,,,,,,,,,,,Yes,25 to 99,Private,No,"1,000 to 4,999",www.teamability.org,No,2010,,,,0,0,0,0,0,0,,,,0,0,Barbara,Goldman,Executive Officer,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$20,000 to $49,999",,"$10,000 to $24,999","$25,000 to $99,999","$10,000 to $24,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Healthcare Construction,,1717 S San Marcos,1717,S,San Marcos,,,San Antonio,TX,78207,7037,Scott Schrader,Scott,,Schrader,President,Male,10,,"$1,106,014 ",1717 S San Marcos,1717,S,San Marcos,,,San Antonio,TX,78207,7037,(210) 223-2500,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4073228,-98.5117742,,Business Consultants,,,No,8748001,Business Consultants,8322099,Health Care Instruction,,,,,,,,,,,,,,,,,541618,Other Management Consulting Services,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,,,,,0,1106014,884811,663608,25,33.33,10,8,6,25,33.33,Scott,Schrader,President,Male,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,St Mary Magdalens St Vincent De Paul Social Service,,1735 Clower,1735,,Clower,,,San Antonio,TX,78201,,Margaret Fernandez,Margaret,,Fernandez,President,Female,1,,"$66,455 ",,,,,,,,,,,(210) 735-3700,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.47780112,-98.52287418,,Social Services & Welfare Organizations,,,No,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,Yes,Up to 999,,No,,,,,0,66455,66455,66455,0,0,1,1,1,0,0,Margaret,Fernandez,President,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Catholic Charities,,1801 W Cesar E Chavez Blvd,1801,W,Cesar E Ch,Blvd,,San Antonio,TX,78207,4243,Ester Geffre,Ester,,Geffre,Manager,Female,17,"20,410",N/A,1801 W Cesar E Chavez Blvd,1801,W,Cesar E Ch,Blvd,,San Antonio,TX,78207,4243,(210) 433-3256,(210) 433-0851,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4233721,-98.5175038,,Charitable Institutions,Branch,,No,8399032,Charitable Institutions,8399039,Non-Profit Organizations,8322064,Social Services & Welfare Organizations,8322001,Individual & Family Social Services,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"1,000 to 4,999",www.catholiccharitiesusa.org,No,,,,,0,0,0,0,0,0,,,,0,0,Ester,Geffre,Manager,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Guadalupe Community Center,,1801 W Cesar E Chavez Blvd,1801,W,Cesar E Ch,Blvd,,San Antonio,TX,78207,4243,Elbia Gonsalez,Elbia,,Gonsalez,Executive Officer,Unknown,13,,N/A,1801 W Cesar E Chavez Blvd,1801,W,Cesar E Ch,Blvd,,San Antonio,TX,78207,4243,(210) 226-6178,(210) 226-9188,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4233721,-98.5175038,,Social Services,,,No,8399001,Social Services,8322064,Social Services & Welfare Organizations,8322012,Community Center,8399039,Non-Profit Organizations,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"1,000 to 4,999",www.ccaosa.org,No,2005,,,,0,0,0,0,0,0,,,,0,0,Elbia,Gonsalez,Executive Officer,Unknown,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11326E+13,No,,,AtoZDatabases
