County	CountyCode	Year	YearCode	Deaths	Population	CrudeRate
"Habersham County, GA"	13137	2004	2004	.	.	.
"Habersham County, GA"	13137	2005	2005	.	.	.
"Habersham County, GA"	13137	2006	2006	.	.	.
"Habersham County, GA"	13137	2007	2007	.	.	.
"Habersham County, GA"	13137	2008	2008	.	.	.
"Habersham County, GA"	13137	2009	2009	.	.	.
"Habersham County, GA"	13137	2010	2010	.	.	.
"Habersham County, GA"	13137	2011	2011	.	.	.
"Habersham County, GA"	13137	2012	2012	.	.	.
"Hall County, GA"	13139	1999	1999	16	2516	6.36
"Hall County, GA"	13139	2000	2000	16	2887	5.54
"Hall County, GA"	13139	2001	2001	29	2830	10.25
"Hall County, GA"	13139	2002	2002	25	2923	8.55
"Hall County, GA"	13139	2003	2003	14	2923	4.79
"Hall County, GA"	13139	2004	2004	18	3038	5.92
"Hall County, GA"	13139	2005	2005	18	3010	5.98
"Hall County, GA"	13139	2006	2006	21	3031	6.93
"Hall County, GA"	13139	2007	2007	21	3210	6.54
"Hall County, GA"	13139	2008	2008	26	3143	8.27
"Hall County, GA"	13139	2009	2009	17	2855	5.95
"Hall County, GA"	13139	2010	2010	18	2621	6.87
"Hall County, GA"	13139	2011	2011	.	.	.
"Hall County, GA"	13139	2012	2012	17	2523	6.74
"Hancock County, GA"	13141	1999	1999	.	.	.
"Hancock County, GA"	13141	2000	2000	.	.	.
"Hancock County, GA"	13141	2001	2001	.	.	.
"Hancock County, GA"	13141	2002	2002	.	.	.
"Hancock County, GA"	13141	2003	2003	.	.	.
"Hancock County, GA"	13141	2004	2004	.	.	.
"Hancock County, GA"	13141	2005	2005	.	.	.
"Hancock County, GA"	13141	2006	2006	.	.	.
"Hancock County, GA"	13141	2007	2007	.	.	.
"Hancock County, GA"	13141	2008	2008	.	.	.
"Hancock County, GA"	13141	2009	2009	.	.	.
"Hancock County, GA"	13141	2010	2010	.	.	.
"Hancock County, GA"	13141	2011	2011	.	.	.
"Hancock County, GA"	13141	2012	2012	.	.	.
"Haralson County, GA"	13143	1999	1999	.	.	.
"Haralson County, GA"	13143	2000	2000	.	.	.
"Haralson County, GA"	13143	2001	2001	.	.	.
"Haralson County, GA"	13143	2002	2002	.	.	.
"Haralson County, GA"	13143	2003	2003	.	.	.
"Haralson County, GA"	13143	2004	2004	.	.	.
"Haralson County, GA"	13143	2005	2005	.	.	.
"Haralson County, GA"	13143	2006	2006	.	.	.
"Haralson County, GA"	13143	2007	2007	.	.	.
"Haralson County, GA"	13143	2008	2008	.	.	.
"Haralson County, GA"	13143	2009	2009	.	.	.
"Haralson County, GA"	13143	2010	2010	.	.	.
"Haralson County, GA"	13143	2011	2011	.	.	.
"Haralson County, GA"	13143	2012	2012	.	.	.
"Harris County, GA"	13145	1999	1999	.	.	.
"Harris County, GA"	13145	2000	2000	.	.	.
"Harris County, GA"	13145	2001	2001	.	.	.
"Harris County, GA"	13145	2002	2002	.	.	.
"Harris County, GA"	13145	2003	2003	.	.	.
"Harris County, GA"	13145	2004	2004	.	.	.
"Harris County, GA"	13145	2005	2005	.	.	.
"Harris County, GA"	13145	2006	2006	.	.	.
"Harris County, GA"	13145	2007	2007	.	.	.
"Harris County, GA"	13145	2008	2008	.	.	.
"Harris County, GA"	13145	2009	2009	.	.	.
"Harris County, GA"	13145	2010	2010	.	.	.
"Harris County, GA"	13145	2011	2011	.	.	.
"Harris County, GA"	13145	2012	2012	.	.	.
"Hart County, GA"	13147	1999	1999	.	.	.
"Hart County, GA"	13147	2000	2000	.	.	.
"Hart County, GA"	13147	2001	2001	.	.	.
"Hart County, GA"	13147	2002	2002	.	.	.
"Hart County, GA"	13147	2003	2003	.	.	.
"Hart County, GA"	13147	2004	2004	.	.	.
"Hart County, GA"	13147	2005	2005	.	.	.
"Hart County, GA"	13147	2006	2006	.	.	.
"Hart County, GA"	13147	2007	2007	.	.	.
"Hart County, GA"	13147	2008	2008	.	.	.
"Hart County, GA"	13147	2009	2009	.	.	.
"Hart County, GA"	13147	2010	2010	.	.	.
"Hart County, GA"	13147	2011	2011	.	.	.
"Hart County, GA"	13147	2012	2012	.	.	.
"Heard County, GA"	13149	1999	1999	.	.	.
"Heard County, GA"	13149	2000	2000	.	.	.
"Heard County, GA"	13149	2001	2001	.	.	.
"Heard County, GA"	13149	2002	2002	.	.	.
"Heard County, GA"	13149	2003	2003	.	.	.
"Heard County, GA"	13149	2004	2004	.	.	.
"Heard County, GA"	13149	2005	2005	.	.	.
"Heard County, GA"	13149	2006	2006	.	.	.
"Heard County, GA"	13149	2007	2007	.	.	.
"Heard County, GA"	13149	2008	2008	.	.	.
"Heard County, GA"	13149	2009	2009	.	.	.
"Heard County, GA"	13149	2010	2010	.	.	.
"Heard County, GA"	13149	2011	2011	.	.	.
"Heard County, GA"	13149	2012	2012	.	.	.
"Henry County, GA"	13151	1999	1999	10	1925	5.19
"Henry County, GA"	13151	2000	2000	17	2093	8.12
"Henry County, GA"	13151	2001	2001	18	2189	8.22
"Henry County, GA"	13151	2002	2002	17	2422	7.02
"Henry County, GA"	13151	2003	2003	22	2593	8.48
"Henry County, GA"	13151	2004	2004	18	2820	6.38
"Henry County, GA"	13151	2005	2005	16	2842	5.63
"Henry County, GA"	13151	2006	2006	.	.	.
"Henry County, GA"	13151	2007	2007	31	2877	10.78
"Henry County, GA"	13151	2008	2008	21	2905	7.23
"Henry County, GA"	13151	2009	2009	20	2807	7.13
"Henry County, GA"	13151	2010	2010	22	2679	8.21
"Henry County, GA"	13151	2011	2011	17	2546	6.68
"Henry County, GA"	13151	2012	2012	21	2606	8.06
"Houston County, GA"	13153	1999	1999	14	1465	9.56
"Houston County, GA"	13153	2000	2000	14	1596	8.77
"Houston County, GA"	13153	2001	2001	18	1625	11.08
"Houston County, GA"	13153	2002	2002	13	1608	8.08
"Houston County, GA"	13153	2003	2003	19	1794	10.59
"Houston County, GA"	13153	2004	2004	22	1807	12.17
"Houston County, GA"	13153	2005	2005	17	1893	8.98
"Houston County, GA"	13153	2006	2006	19	2034	9.34
"Houston County, GA"	13153	2007	2007	21	2040	10.29
"Houston County, GA"	13153	2008	2008	20	2100	9.52
"Houston County, GA"	13153	2009	2009	21	1971	10.65
"Houston County, GA"	13153	2010	2010	12	2007	5.98
"Houston County, GA"	13153	2011	2011	10	2042	4.9
"Houston County, GA"	13153	2012	2012	18	2005	8.98
"Irwin County, GA"	13155	1999	1999	.	.	.
"Irwin County, GA"	13155	2000	2000	.	.	.
"Irwin County, GA"	13155	2001	2001	.	.	.
"Irwin County, GA"	13155	2002	2002	.	.	.
"Irwin County, GA"	13155	2003	2003	.	.	.
"Irwin County, GA"	13155	2004	2004	.	.	.
"Irwin County, GA"	13155	2005	2005	.	.	.
"Irwin County, GA"	13155	2006	2006	.	.	.
"Irwin County, GA"	13155	2007	2007	.	.	.
"Irwin County, GA"	13155	2008	2008	.	.	.
"Irwin County, GA"	13155	2009	2009	.	.	.
"Irwin County, GA"	13155	2010	2010	.	.	.
"Irwin County, GA"	13155	2011	2011	.	.	.
"Irwin County, GA"	13155	2012	2012	.	.	.
"Jackson County, GA"	13157	1999	1999	.	.	.
"Jackson County, GA"	13157	2000	2000	.	.	.
"Jackson County, GA"	13157	2001	2001	.	.	.
"Jackson County, GA"	13157	2002	2002	.	.	.
"Jackson County, GA"	13157	2003	2003	11	799	13.77
"Jackson County, GA"	13157	2004	2004	.	.	.
"Jackson County, GA"	13157	2005	2005	.	.	.
"Jackson County, GA"	13157	2006	2006	10	996	10.04
"Jackson County, GA"	13157	2007	2007	.	.	.
"Jackson County, GA"	13157	2008	2008	.	.	.
"Jackson County, GA"	13157	2009	2009	.	.	.
"Jackson County, GA"	13157	2010	2010	.	.	.
"Jackson County, GA"	13157	2011	2011	.	.	.
"Jackson County, GA"	13157	2012	2012	.	.	.
"Jasper County, GA"	13159	1999	1999	.	.	.
"Jasper County, GA"	13159	2000	2000	.	.	.
"Jasper County, GA"	13159	2001	2001	.	.	.
"Jasper County, GA"	13159	2002	2002	.	.	.
"Jasper County, GA"	13159	2003	2003	.	.	.
"Jasper County, GA"	13159	2004	2004	.	.	.
"Jasper County, GA"	13159	2005	2005	.	.	.
"Jasper County, GA"	13159	2006	2006	.	.	.
"Jasper County, GA"	13159	2007	2007	.	.	.
"Jasper County, GA"	13159	2008	2008	.	.	.
"Jasper County, GA"	13159	2009	2009	.	.	.
"Jasper County, GA"	13159	2010	2010	.	.	.
"Jasper County, GA"	13159	2011	2011	.	.	.
"Jasper County, GA"	13159	2012	2012	.	.	.
"Jeff Davis County, GA"	13161	1999	1999	.	.	.
"Jeff Davis County, GA"	13161	2000	2000	.	.	.
"Jeff Davis County, GA"	13161	2001	2001	.	.	.
"Jeff Davis County, GA"	13161	2002	2002	.	.	.
"Jeff Davis County, GA"	13161	2003	2003	.	.	.
"Jeff Davis County, GA"	13161	2004	2004	.	.	.
"Jeff Davis County, GA"	13161	2005	2005	.	.	.
"Jeff Davis County, GA"	13161	2006	2006	.	.	.
"Jeff Davis County, GA"	13161	2007	2007	.	.	.
"Jeff Davis County, GA"	13161	2008	2008	.	.	.
"Jeff Davis County, GA"	13161	2009	2009	.	.	.
"Jeff Davis County, GA"	13161	2010	2010	.	.	.
"Jeff Davis County, GA"	13161	2011	2011	.	.	.
"Jeff Davis County, GA"	13161	2012	2012	.	.	.
"Jefferson County, GA"	13163	1999	1999	.	.	.
"Jefferson County, GA"	13163	2000	2000	.	.	.
"Jefferson County, GA"	13163	2001	2001	.	.	.
"Jefferson County, GA"	13163	2002	2002	.	.	.
"Jefferson County, GA"	13163	2003	2003	.	.	.
"Jefferson County, GA"	13163	2004	2004	.	.	.
"Jefferson County, GA"	13163	2005	2005	.	.	.
"Jefferson County, GA"	13163	2006	2006	.	.	.
"Jefferson County, GA"	13163	2007	2007	.	.	.
"Jefferson County, GA"	13163	2008	2008	.	.	.
"Jefferson County, GA"	13163	2009	2009	.	.	.
"Jefferson County, GA"	13163	2010	2010	.	.	.
"Jefferson County, GA"	13163	2011	2011	.	.	.
"Jefferson County, GA"	13163	2012	2012	.	.	.
"Jenkins County, GA"	13165	1999	1999	.	.	.
"Jenkins County, GA"	13165	2000	2000	.	.	.
"Jenkins County, GA"	13165	2001	2001	.	.	.
"Jenkins County, GA"	13165	2002	2002	.	.	.
"Jenkins County, GA"	13165	2003	2003	.	.	.
"Jenkins County, GA"	13165	2004	2004	.	.	.
"Jenkins County, GA"	13165	2005	2005	.	.	.
"Jenkins County, GA"	13165	2006	2006	.	.	.
"Jenkins County, GA"	13165	2007	2007	.	.	.
"Jenkins County, GA"	13165	2008	2008	.	.	.
"Jenkins County, GA"	13165	2009	2009	.	.	.
"Jenkins County, GA"	13165	2010	2010	.	.	.
"Jenkins County, GA"	13165	2011	2011	.	.	.
"Jenkins County, GA"	13165	2012	2012	.	.	.
"Johnson County, GA"	13167	1999	1999	.	.	.
"Johnson County, GA"	13167	2000	2000	.	.	.
"Johnson County, GA"	13167	2001	2001	.	.	.
"Johnson County, GA"	13167	2002	2002	.	.	.
"Johnson County, GA"	13167	2003	2003	.	.	.
"Johnson County, GA"	13167	2004	2004	.	.	.
"Johnson County, GA"	13167	2005	2005	.	.	.
"Johnson County, GA"	13167	2006	2006	.	.	.
"Johnson County, GA"	13167	2007	2007	.	.	.
"Johnson County, GA"	13167	2008	2008	.	.	.
"Johnson County, GA"	13167	2009	2009	.	.	.
"Johnson County, GA"	13167	2010	2010	.	.	.
"Johnson County, GA"	13167	2011	2011	.	.	.
"Johnson County, GA"	13167	2012	2012	.	.	.
"Jones County, GA"	13169	1999	1999	.	.	.
"Jones County, GA"	13169	2000	2000	.	.	.
"Jones County, GA"	13169	2001	2001	.	.	.
"Jones County, GA"	13169	2002	2002	.	.	.
"Jones County, GA"	13169	2003	2003	.	.	.
"Jones County, GA"	13169	2004	2004	.	.	.
"Jones County, GA"	13169	2005	2005	.	.	.
"Jones County, GA"	13169	2006	2006	.	.	.
"Jones County, GA"	13169	2007	2007	.	.	.
"Jones County, GA"	13169	2008	2008	.	.	.
"Jones County, GA"	13169	2009	2009	.	.	.
"Jones County, GA"	13169	2010	2010	.	.	.
"Jones County, GA"	13169	2011	2011	.	.	.
"Jones County, GA"	13169	2012	2012	.	.	.
"Lamar County, GA"	13171	1999	1999	.	.	.
"Lamar County, GA"	13171	2000	2000	.	.	.
"Lamar County, GA"	13171	2001	2001	.	.	.
"Lamar County, GA"	13171	2002	2002	.	.	.
"Lamar County, GA"	13171	2003	2003	.	.	.
"Lamar County, GA"	13171	2004	2004	.	.	.
"Lamar County, GA"	13171	2005	2005	.	.	.
"Lamar County, GA"	13171	2006	2006	.	.	.
"Lamar County, GA"	13171	2007	2007	.	.	.
"Lamar County, GA"	13171	2008	2008	.	.	.
"Lamar County, GA"	13171	2009	2009	.	.	.
"Lamar County, GA"	13171	2010	2010	.	.	.
"Lamar County, GA"	13171	2011	2011	.	.	.
"Lamar County, GA"	13171	2012	2012	.	.	.
"Lanier County, GA"	13173	1999	1999	.	.	.
"Lanier County, GA"	13173	2000	2000	.	.	.
"Lanier County, GA"	13173	2001	2001	.	.	.
"Lanier County, GA"	13173	2002	2002	.	.	.
"Lanier County, GA"	13173	2003	2003	.	.	.
"Lanier County, GA"	13173	2004	2004	.	.	.
"Lanier County, GA"	13173	2005	2005	.	.	.
"Lanier County, GA"	13173	2006	2006	.	.	.
"Lanier County, GA"	13173	2007	2007	.	.	.
"Lanier County, GA"	13173	2008	2008	.	.	.
"Lanier County, GA"	13173	2009	2009	.	.	.
"Lanier County, GA"	13173	2010	2010	.	.	.
"Lanier County, GA"	13173	2011	2011	.	.	.
"Lanier County, GA"	13173	2012	2012	.	.	.
"Laurens County, GA"	13175	1999	1999	.	.	.
"Laurens County, GA"	13175	2000	2000	.	.	.
"Laurens County, GA"	13175	2001	2001	.	.	.
"Laurens County, GA"	13175	2002	2002	.	.	.
"Laurens County, GA"	13175	2003	2003	.	.	.
"Laurens County, GA"	13175	2004	2004	.	.	.
"Laurens County, GA"	13175	2005	2005	.	.	.
"Laurens County, GA"	13175	2006	2006	.	.	.
"Laurens County, GA"	13175	2007	2007	10	764	13.09
"Laurens County, GA"	13175	2008	2008	.	.	.
"Laurens County, GA"	13175	2009	2009	.	.	.
"Laurens County, GA"	13175	2010	2010	.	.	.
"Laurens County, GA"	13175	2011	2011	.	.	.
"Laurens County, GA"	13175	2012	2012	.	.	.
"Lee County, GA"	13177	1999	1999	.	.	.
"Lee County, GA"	13177	2000	2000	.	.	.
"Lee County, GA"	13177	2001	2001	.	.	.
"Lee County, GA"	13177	2002	2002	.	.	.
"Lee County, GA"	13177	2003	2003	.	.	.
"Lee County, GA"	13177	2004	2004	.	.	.
"Lee County, GA"	13177	2005	2005	.	.	.
"Lee County, GA"	13177	2006	2006	.	.	.
"Lee County, GA"	13177	2007	2007	.	.	.
"Lee County, GA"	13177	2008	2008	.	.	.
"Lee County, GA"	13177	2009	2009	.	.	.
"Lee County, GA"	13177	2010	2010	.	.	.
"Lee County, GA"	13177	2011	2011	.	.	.
"Lee County, GA"	13177	2012	2012	.	.	.
"Liberty County, GA"	13179	1999	1999	17	1531	11.1
"Liberty County, GA"	13179	2000	2000	21	1436	14.62
"Liberty County, GA"	13179	2001	2001	11	1480	7.43
"Liberty County, GA"	13179	2002	2002	22	1445	15.22
"Liberty County, GA"	13179	2003	2003	.	.	.
"Liberty County, GA"	13179	2004	2004	14	1485	9.43
"Liberty County, GA"	13179	2005	2005	13	1301	9.99
"Liberty County, GA"	13179	2006	2006	13	1272	10.22
"Liberty County, GA"	13179	2007	2007	13	1737	7.48
"Liberty County, GA"	13179	2008	2008	14	1283	10.91
"Liberty County, GA"	13179	2009	2009	.	.	.
"Liberty County, GA"	13179	2010	2010	12	1387	8.65
"Liberty County, GA"	13179	2011	2011	.	.	.
"Liberty County, GA"	13179	2012	2012	17	1680	10.12
"Lincoln County, GA"	13181	1999	1999	.	.	.
"Lincoln County, GA"	13181	2000	2000	.	.	.
"Lincoln County, GA"	13181	2001	2001	.	.	.
"Lincoln County, GA"	13181	2002	2002	.	.	.
"Lincoln County, GA"	13181	2003	2003	.	.	.
"Lincoln County, GA"	13181	2004	2004	.	.	.
"Lincoln County, GA"	13181	2005	2005	.	.	.
"Lincoln County, GA"	13181	2006	2006	.	.	.
"Lincoln County, GA"	13181	2007	2007	.	.	.
"Lincoln County, GA"	13181	2008	2008	.	.	.
"Lincoln County, GA"	13181	2009	2009	.	.	.
"Lincoln County, GA"	13181	2010	2010	.	.	.
"Lincoln County, GA"	13181	2011	2011	.	.	.
"Lincoln County, GA"	13181	2012	2012	.	.	.
"Long County, GA"	13183	1999	1999	.	.	.
"Long County, GA"	13183	2000	2000	.	.	.
"Long County, GA"	13183	2001	2001	.	.	.
"Long County, GA"	13183	2002	2002	.	.	.
"Long County, GA"	13183	2003	2003	.	.	.
"Long County, GA"	13183	2004	2004	.	.	.
"Long County, GA"	13183	2005	2005	.	.	.
"Long County, GA"	13183	2006	2006	.	.	.
"Long County, GA"	13183	2007	2007	.	.	.
"Long County, GA"	13183	2008	2008	.	.	.
"Long County, GA"	13183	2009	2009	.	.	.
"Long County, GA"	13183	2010	2010	.	.	.
"Long County, GA"	13183	2011	2011	.	.	.
"Long County, GA"	13183	2012	2012	.	.	.
"Lowndes County, GA"	13185	1999	1999	16	1497	10.69
"Lowndes County, GA"	13185	2000	2000	18	1522	11.83
"Lowndes County, GA"	13185	2001	2001	22	1449	15.18
"Lowndes County, GA"	13185	2002	2002	19	1526	12.45
"Lowndes County, GA"	13185	2003	2003	25	1612	15.51
"Lowndes County, GA"	13185	2004	2004	26	1673	15.54
"Lowndes County, GA"	13185	2005	2005	20	1665	12.01
"Lowndes County, GA"	13185	2006	2006	18	1805	9.97
"Lowndes County, GA"	13185	2007	2007	28	1884	14.86
"Lowndes County, GA"	13185	2008	2008	17	1864	9.12
"Lowndes County, GA"	13185	2009	2009	25	1885	13.26
"Lowndes County, GA"	13185	2010	2010	16	1786	8.96
"Lowndes County, GA"	13185	2011	2011	24	1824	13.16
"Lowndes County, GA"	13185	2012	2012	13	1720	7.56
"Lumpkin County, GA"	13187	1999	1999	.	.	.
"Lumpkin County, GA"	13187	2000	2000	.	.	.
"Lumpkin County, GA"	13187	2001	2001	.	.	.
"Lumpkin County, GA"	13187	2002	2002	.	.	.
"Lumpkin County, GA"	13187	2003	2003	.	.	.
"Lumpkin County, GA"	13187	2004	2004	.	.	.
"Lumpkin County, GA"	13187	2005	2005	.	.	.
"Lumpkin County, GA"	13187	2006	2006	.	.	.
"Lumpkin County, GA"	13187	2007	2007	.	.	.
"Lumpkin County, GA"	13187	2008	2008	.	.	.
"Lumpkin County, GA"	13187	2009	2009	.	.	.
"Lumpkin County, GA"	13187	2010	2010	.	.	.
"Lumpkin County, GA"	13187	2011	2011	.	.	.
"Lumpkin County, GA"	13187	2012	2012	.	.	.
"McDuffie County, GA"	13189	1999	1999	.	.	.
"McDuffie County, GA"	13189	2000	2000	.	.	.
"McDuffie County, GA"	13189	2001	2001	.	.	.
"McDuffie County, GA"	13189	2002	2002	.	.	.
"McDuffie County, GA"	13189	2003	2003	.	.	.
"McDuffie County, GA"	13189	2004	2004	.	.	.
"McDuffie County, GA"	13189	2005	2005	.	.	.
"McDuffie County, GA"	13189	2006	2006	.	.	.
"McDuffie County, GA"	13189	2007	2007	.	.	.
"McDuffie County, GA"	13189	2008	2008	.	.	.
"McDuffie County, GA"	13189	2009	2009	.	.	.
"McDuffie County, GA"	13189	2010	2010	.	.	.
"McDuffie County, GA"	13189	2011	2011	.	.	.
"McDuffie County, GA"	13189	2012	2012	.	.	.
"McIntosh County, GA"	13191	1999	1999	.	.	.
"McIntosh County, GA"	13191	2000	2000	.	.	.
"McIntosh County, GA"	13191	2001	2001	.	.	.
"McIntosh County, GA"	13191	2002	2002	.	.	.
"McIntosh County, GA"	13191	2003	2003	.	.	.
"McIntosh County, GA"	13191	2004	2004	.	.	.
"McIntosh County, GA"	13191	2005	2005	.	.	.
"McIntosh County, GA"	13191	2006	2006	.	.	.
"McIntosh County, GA"	13191	2007	2007	.	.	.
"McIntosh County, GA"	13191	2008	2008	.	.	.
"McIntosh County, GA"	13191	2009	2009	.	.	.
"McIntosh County, GA"	13191	2010	2010	.	.	.
"McIntosh County, GA"	13191	2011	2011	.	.	.
"McIntosh County, GA"	13191	2012	2012	.	.	.
"Macon County, GA"	13193	1999	1999	.	.	.
"Macon County, GA"	13193	2000	2000	.	.	.
"Macon County, GA"	13193	2001	2001	.	.	.
"Macon County, GA"	13193	2002	2002	.	.	.
"Macon County, GA"	13193	2003	2003	.	.	.
"Macon County, GA"	13193	2004	2004	.	.	.
"Macon County, GA"	13193	2005	2005	.	.	.
"Macon County, GA"	13193	2006	2006	.	.	.
"Macon County, GA"	13193	2007	2007	.	.	.
"Macon County, GA"	13193	2008	2008	.	.	.
"Macon County, GA"	13193	2009	2009	.	.	.
"Macon County, GA"	13193	2010	2010	.	.	.
"Macon County, GA"	13193	2011	2011	.	.	.
"Macon County, GA"	13193	2012	2012	.	.	.
"Madison County, GA"	13195	1999	1999	.	.	.
"Madison County, GA"	13195	2000	2000	.	.	.
"Madison County, GA"	13195	2001	2001	.	.	.
"Madison County, GA"	13195	2002	2002	.	.	.
"Madison County, GA"	13195	2003	2003	.	.	.
"Madison County, GA"	13195	2004	2004	.	.	.
"Madison County, GA"	13195	2005	2005	.	.	.
"Madison County, GA"	13195	2006	2006	.	.	.
"Madison County, GA"	13195	2007	2007	.	.	.
"Madison County, GA"	13195	2008	2008	.	.	.
"Madison County, GA"	13195	2009	2009	.	.	.
"Madison County, GA"	13195	2010	2010	.	.	.
"Madison County, GA"	13195	2011	2011	.	.	.
"Madison County, GA"	13195	2012	2012	.	.	.
"Marion County, GA"	13197	1999	1999	.	.	.
"Marion County, GA"	13197	2000	2000	.	.	.
"Marion County, GA"	13197	2001	2001	.	.	.
"Marion County, GA"	13197	2002	2002	.	.	.
"Marion County, GA"	13197	2003	2003	.	.	.
"Marion County, GA"	13197	2004	2004	.	.	.
"Marion County, GA"	13197	2005	2005	.	.	.
"Marion County, GA"	13197	2006	2006	.	.	.
"Marion County, GA"	13197	2007	2007	.	.	.
"Marion County, GA"	13197	2008	2008	.	.	.
"Marion County, GA"	13197	2009	2009	.	.	.
"Marion County, GA"	13197	2010	2010	.	.	.
"Marion County, GA"	13197	2011	2011	.	.	.
"Marion County, GA"	13197	2012	2012	.	.	.
"Meriwether County, GA"	13199	1999	1999	.	.	.
"Meriwether County, GA"	13199	2000	2000	.	.	.
"Meriwether County, GA"	13199	2001	2001	.	.	.
"Meriwether County, GA"	13199	2002	2002	.	.	.
"Meriwether County, GA"	13199	2003	2003	.	.	.
"Meriwether County, GA"	13199	2004	2004	.	.	.
"Meriwether County, GA"	13199	2005	2005	.	.	.
"Meriwether County, GA"	13199	2006	2006	.	.	.
"Meriwether County, GA"	13199	2007	2007	.	.	.
"Meriwether County, GA"	13199	2008	2008	.	.	.
"Meriwether County, GA"	13199	2009	2009	.	.	.
"Meriwether County, GA"	13199	2010	2010	.	.	.
"Meriwether County, GA"	13199	2011	2011	.	.	.
"Meriwether County, GA"	13199	2012	2012	.	.	.
"Miller County, GA"	13201	1999	1999	.	.	.
"Miller County, GA"	13201	2000	2000	.	.	.
"Miller County, GA"	13201	2001	2001	.	.	.
"Miller County, GA"	13201	2002	2002	.	.	.
"Miller County, GA"	13201	2003	2003	.	.	.
"Miller County, GA"	13201	2004	2004	.	.	.
"Miller County, GA"	13201	2005	2005	.	.	.
"Miller County, GA"	13201	2006	2006	.	.	.
"Miller County, GA"	13201	2007	2007	.	.	.
"Miller County, GA"	13201	2008	2008	.	.	.
"Miller County, GA"	13201	2009	2009	.	.	.
"Miller County, GA"	13201	2010	2010	.	.	.
"Miller County, GA"	13201	2011	2011	.	.	.
"Miller County, GA"	13201	2012	2012	.	.	.
"Mitchell County, GA"	13205	1999	1999	.	.	.
"Mitchell County, GA"	13205	2000	2000	.	.	.
"Mitchell County, GA"	13205	2001	2001	.	.	.
"Mitchell County, GA"	13205	2002	2002	.	.	.
"Mitchell County, GA"	13205	2003	2003	.	.	.
"Mitchell County, GA"	13205	2004	2004	.	.	.
"Mitchell County, GA"	13205	2005	2005	.	.	.
"Mitchell County, GA"	13205	2006	2006	.	.	.
"Mitchell County, GA"	13205	2007	2007	.	.	.
"Mitchell County, GA"	13205	2008	2008	.	.	.
"Mitchell County, GA"	13205	2009	2009	.	.	.
"Mitchell County, GA"	13205	2010	2010	.	.	.
"Mitchell County, GA"	13205	2011	2011	.	.	.
"Mitchell County, GA"	13205	2012	2012	.	.	.
"Monroe County, GA"	13207	1999	1999	.	.	.
"Monroe County, GA"	13207	2000	2000	.	.	.
"Monroe County, GA"	13207	2001	2001	.	.	.
"Monroe County, GA"	13207	2002	2002	.	.	.
"Monroe County, GA"	13207	2003	2003	.	.	.
"Monroe County, GA"	13207	2004	2004	.	.	.
"Monroe County, GA"	13207	2005	2005	.	.	.
"Monroe County, GA"	13207	2006	2006	.	.	.
"Monroe County, GA"	13207	2007	2007	.	.	.
"Monroe County, GA"	13207	2008	2008	.	.	.
"Monroe County, GA"	13207	2009	2009	.	.	.
"Monroe County, GA"	13207	2010	2010	.	.	.
"Monroe County, GA"	13207	2011	2011	.	.	.
"Monroe County, GA"	13207	2012	2012	.	.	.
"Montgomery County, GA"	13209	1999	1999	.	.	.
"Montgomery County, GA"	13209	2000	2000	.	.	.
"Montgomery County, GA"	13209	2001	2001	.	.	.
"Montgomery County, GA"	13209	2002	2002	.	.	.
"Montgomery County, GA"	13209	2003	2003	.	.	.
"Montgomery County, GA"	13209	2004	2004	.	.	.
"Montgomery County, GA"	13209	2005	2005	.	.	.
"Montgomery County, GA"	13209	2006	2006	.	.	.
"Montgomery County, GA"	13209	2007	2007	.	.	.
"Montgomery County, GA"	13209	2008	2008	.	.	.
"Montgomery County, GA"	13209	2009	2009	.	.	.
"Montgomery County, GA"	13209	2010	2010	.	.	.
"Montgomery County, GA"	13209	2011	2011	.	.	.
"Montgomery County, GA"	13209	2012	2012	.	.	.
"Morgan County, GA"	13211	1999	1999	.	.	.
"Morgan County, GA"	13211	2000	2000	.	.	.
"Morgan County, GA"	13211	2001	2001	.	.	.
"Morgan County, GA"	13211	2002	2002	.	.	.
"Morgan County, GA"	13211	2003	2003	.	.	.
"Morgan County, GA"	13211	2004	2004	.	.	.
"Morgan County, GA"	13211	2005	2005	.	.	.
"Morgan County, GA"	13211	2006	2006	.	.	.
"Morgan County, GA"	13211	2007	2007	.	.	.
"Morgan County, GA"	13211	2008	2008	.	.	.
"Morgan County, GA"	13211	2009	2009	.	.	.
"Morgan County, GA"	13211	2010	2010	.	.	.
"Morgan County, GA"	13211	2011	2011	.	.	.
"Morgan County, GA"	13211	2012	2012	.	.	.
"Murray County, GA"	13213	1999	1999	.	.	.
"Murray County, GA"	13213	2000	2000	.	.	.
"Murray County, GA"	13213	2001	2001	.	.	.
"Murray County, GA"	13213	2002	2002	.	.	.
"Murray County, GA"	13213	2003	2003	.	.	.
"Murray County, GA"	13213	2004	2004	.	.	.
"Murray County, GA"	13213	2005	2005	.	.	.
"Murray County, GA"	13213	2006	2006	.	.	.
"Murray County, GA"	13213	2007	2007	.	.	.
"Murray County, GA"	13213	2008	2008	.	.	.
"Murray County, GA"	13213	2009	2009	.	.	.
"Murray County, GA"	13213	2010	2010	.	.	.
"Murray County, GA"	13213	2011	2011	.	.	.
"Murray County, GA"	13213	2012	2012	.	.	.
"Muscogee County, GA"	13215	1999	1999	48	3092	15.52
"Muscogee County, GA"	13215	2000	2000	49	3197	15.33
